Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance
Coburg North,143 Elizabeth St,4,h,950000.0,S,hockingstuart,18-06-2016,9.2
Coburg North,2 Headley St,3,h,780000.0,S,hockingstuart,18-06-2016,9.2
Coburg North,13/7 Newlands Rd,3,t,,SN,Barry,18-06-2016,9.2
Coburg North,14 Adler Gr,3,h,,SP,Nelson,22-05-2016,9.2
Coburg North,18 Keane St,2,h,,SN,Barry,22-05-2016,9.2
Coburg North,67 Boundary Rd,2,h,530000.0,S,Raine,22-08-2016,9.2
Coburg North,98 Newlands Rd,3,h,,SN,Brace,22-08-2016,9.2
Coburg North,6 Portrait Wy,3,h,682000.0,S,Nelson,22-08-2016,9.2
Coburg North,203b Elizabeth St,2,t,570000.0,S,Ray,23-04-2016,9.2
Coburg North,146 Elizabeth St,3,h,2000000.0,S,Ray,24-09-2016,9.2
Coburg North,24 Norris St,4,h,792000.0,SP,Jellis,26-07-2016,9.2
Coburg North,45 Shorts Rd,3,h,720000.0,S,Nelson,26-07-2016,9.2
Coburg North,24 Arthur St,4,h,,SN,Barry,28-05-2016,9.2
Coburg North,9 Princess St,3,h,,S,Jellis,28-05-2016,9.2
Coburg North,24 Tonkin Av,3,h,785000.0,SP,Brad,28-05-2016,9.2
Coburg North,3 Borang St,3,h,,SN,Barry,28-08-2016,9.2
Collingwood,69 Hotham St,2,t,750000.0,S,Jellis,03-09-2016,1.6
Collingwood,130 Keele St,2,h,890000.0,S,LITTLE,03-09-2016,1.6
Collingwood,10/79 Oxford St,2,u,1260000.0,S,Jellis,03-09-2016,1.6
Collingwood,2/79 Oxford St,2,u,855000.0,S,Nelson,03-09-2016,1.6
Collingwood,21/17 Oxford St,2,u,,SP,Caine,06-08-2016,1.6
Collingwood,110/3 Hoddle St,1,u,415000.0,SP,Biggin,07-11-2016,1.6
Collingwood,19/125 Oxford St,2,u,,S,Jellis,07-11-2016,1.6
Collingwood,20 Emma St,2,h,1015000.0,S,Nelson,08-10-2016,1.6
Collingwood,307/11 Hoddle St,1,u,372000.0,SP,Woodards,08-10-2016,1.6
Collingwood,5/77 Little Oxford St,3,u,1326000.0,S,Nelson,08-10-2016,1.6
Collingwood,2/28 Napoleon St,2,t,999000.0,SP,Jellis,08-10-2016,1.6
Collingwood,130 Perry St,3,t,910000.0,S,Jellis,10-09-2016,1.6
Collingwood,382 Wellington St,2,h,855000.0,S,Jellis,12-11-2016,1.6
Collingwood,4/13 Alexander St,1,u,457000.0,S,Jellis,13-08-2016,1.6
Collingwood,204/2 Johnston St,2,u,380000.0,PI,hockingstuart,13-08-2016,1.6
Collingwood,1/60 Budd St,3,t,897500.0,S,Jellis,14-05-2016,1.6
Collingwood,27/78 Oxford St,2,u,865000.0,PI,Biggin,14-05-2016,1.6
Collingwood,82 Sackville St,2,h,1265000.0,S,Jellis,14-05-2016,1.6
Collingwood,18 Derby St,2,h,1260000.0,S,Peter,15-10-2016,1.6
Collingwood,10 Perry St,5,h,,S,Nelson,15-10-2016,1.6
Collingwood,84 Budd St,3,h,1075000.0,S,hockingstuart,16-04-2016,1.6
Collingwood,38/99 Oxford St,3,u,1470000.0,S,Nelson,16-04-2016,1.6
Collingwood,2/13 Alexander St,1,u,366000.0,S,Woodards,16-07-2016,1.6
Collingwood,15/78 Oxford St,1,u,461000.0,SP,Jellis,16-07-2016,1.6
Collingwood,6 Forest St,2,h,981000.0,S,Jellis,17-09-2016,1.6
Collingwood,10/76 Oxford St,2,u,683000.0,S,Biggin,17-09-2016,1.6
Collingwood,22 Peel St,2,u,,SP,hockingstuart,18-06-2016,1.6
Collingwood,2/60 Budd St,3,t,887500.0,S,Peter,22-05-2016,1.6
Collingwood,104/35 Victoria Pde,1,u,477500.0,S,Biggin,22-05-2016,1.6
Collingwood,109b Cambridge St,3,h,,SP,Nelson,22-08-2016,1.6
Collingwood,10/30 Mater St,2,u,713500.0,S,Jellis,22-08-2016,1.6
Collingwood,8/79 Oxford St,3,u,1500000.0,S,Jellis,22-08-2016,1.6
Collingwood,5/61 Little Oxford St,2,u,672000.0,S,Jellis,24-09-2016,1.6
Collingwood,31/78 Oxford St,2,u,1215000.0,S,Jellis,24-09-2016,1.6
Collingwood,15 Forest St,4,h,,S,Nelson,27-06-2016,1.6
Collingwood,12/120 Cambridge St,2,u,1645000.0,S,Nelson,28-05-2016,1.6
Collingwood,8/122 Sackville St,2,u,450000.0,S,Biggin,28-05-2016,1.6
Collingwood,29/78 Oxford St,2,u,860000.0,PI,Jellis,30-07-2016,1.6
Doncaster,329 George St,4,h,1924500.0,S,Barry,03-09-2016,13.9
Doncaster,9 Lauer St,4,h,1416000.0,S,Barry,03-09-2016,13.9
Doncaster,2/20 Wetherby Rd,2,u,492500.0,S,Barry,03-09-2016,13.9
Doncaster,6 Acheron St,4,h,,SP,hockingstuart,04-06-2016,13.9
Doncaster,18 Buckingham Cr,4,h,1390000.0,PI,Ray,04-06-2016,13.9
Doncaster,8/3 Carnarvon St,3,u,700000.0,PI,Barry,04-06-2016,13.9
Doncaster,28 Larkspur Av,3,h,880000.0,PI,Barry,04-06-2016,13.9
Doncaster,402/18 Berkeley St,2,u,,SP,Foxtons,06-08-2016,13.9
Doncaster,1a Morris St,4,h,1152000.0,S,Jellis,06-08-2016,13.9
Doncaster,5 Arnold Gr,4,h,1868000.0,S,hockingstuart,07-05-2016,13.9
Doncaster,72 Board St,3,h,920000.0,PI,Ray,07-05-2016,13.9
Doncaster,22 Saxon St,4,h,1050000.0,PI,Barry,07-05-2016,13.9
Doncaster,37 Tullamore Av,5,h,1550000.0,PI,Barry,07-05-2016,13.9
Doncaster,26 Brendan Av,5,h,1605000.0,S,Barry,07-11-2016,13.9
Doncaster,3/37 Highview Dr,3,u,910000.0,S,Barry,07-11-2016,13.9
Doncaster,3 Maralee Pl,3,h,1850000.0,S,Jellis,07-11-2016,13.9
Doncaster,41 Pettys La,4,h,1225000.0,S,Ray,07-11-2016,13.9
Doncaster,33 Somerville St,4,h,1316000.0,S,Jellis,07-11-2016,13.9
Doncaster,6/14 Firth St,2,u,400000.0,VB,Ross,08-10-2016,13.9
Doncaster,36 Henry St,5,h,1400000.0,S,Jellis,08-10-2016,13.9
Doncaster,1/10 Morrison Cr,3,h,736000.0,S,hockingstuart,08-10-2016,13.9
Doncaster,20 Wilsons Rd,3,h,,PI,Ross,08-10-2016,13.9
Doncaster,49 Burgundy Dr,5,h,2168000.0,S,Barry,10-09-2016,13.9
Doncaster,4 Judith Ct,5,h,,PI,Barry,12-06-2016,13.9
Doncaster,28 Dunoon St,4,h,1468000.0,S,Ray,12-11-2016,13.9
Doncaster,9 Gilmore Rd,3,h,1275000.0,PI,Barry,12-11-2016,13.9
Doncaster,2 Ibis St,4,h,1200000.0,S,ASL,12-11-2016,13.9
Doncaster,45 Koolkuna Av,4,h,,PI,Philip,12-11-2016,13.9
Doncaster,1 Sentinel Wy,3,t,1011500.0,S,Barry,12-11-2016,13.9
Doncaster,3/36 Westfield Dr,3,u,655000.0,SP,Jellis,12-11-2016,13.9
Doncaster,41 Highview Dr,3,h,1310000.0,S,Darren,13-08-2016,13.9
Doncaster,1 Howard Ct,3,h,,SN,Philip,13-08-2016,13.9
Doncaster,1/10 Madeleine St,4,u,753000.0,S,Barry,13-08-2016,13.9
Doncaster,170 Ayr St,4,h,1250000.0,SP,Fletchers,14-05-2016,13.9
Doncaster,768 Elgar Rd,2,h,1140000.0,S,Barry,14-05-2016,13.9
Doncaster,17/790 Elgar Rd,2,u,480000.0,PI,Fletchers,14-05-2016,13.9
Doncaster,3/790 Elgar Rd,2,u,450000.0,VB,Fletchers,14-05-2016,13.9
Doncaster,15 Parkhill Wy,4,h,1250000.0,PI,Barry,14-05-2016,13.9
Doncaster,3 Somerville St,3,h,,PN,Fletchers,14-05-2016,13.9
Doncaster,41 Burgundy Dr,3,h,1180000.0,S,Barry,15-10-2016,13.9
Doncaster,18c High St,3,t,746000.0,S,hockingstuart,15-10-2016,13.9
Doncaster,25 Wilsons Rd,4,h,,PI,Philip,15-10-2016,13.9
Doncaster,460 Doncaster Rd,3,h,,S,Jellis,16-04-2016,13.9
Doncaster,19 Gilmore Rd,3,h,1485000.0,S,Barry,16-04-2016,13.9
Doncaster,1 Gray St,3,h,,SN,Philip,16-04-2016,13.9
Doncaster,22 Menarra St,3,h,1190000.0,S,Ray,16-04-2016,13.9
Doncaster,33a Finlayson St,4,t,1325000.0,PI,Jellis,16-07-2016,13.9
Doncaster,31 Massey St,3,h,900000.0,PI,Ray,16-07-2016,13.9
Doncaster,2/6 Baird Street Nth,3,t,,PN,Ross,17-09-2016,13.9
Doncaster,4 Benton Ct,3,h,1250000.0,PI,Jellis,17-09-2016,13.9
Doncaster,2 Louise Ct,3,h,1030000.0,S,Ray,17-09-2016,13.9
Doncaster,4 Toronto Av,5,h,1460000.0,PI,Barry,17-09-2016,13.9
Doncaster,1/1 Paul St,2,u,522500.0,S,Noel,18-06-2016,13.9
Doncaster,3/9 Persimmon Ct,3,t,,PI,Philip,18-06-2016,13.9
Doncaster,6 Santiago St,5,h,1510000.0,PI,Barry,18-06-2016,13.9
Doncaster,42 Studley Ct,4,h,1460000.0,SP,Parkes,18-06-2016,13.9
Doncaster,30 Winbrook Ct,3,h,958000.0,S,Parkes,18-06-2016,13.9
Doncaster,46 Winston Dr,4,h,1462500.0,S,Philip,18-06-2016,13.9
Doncaster,5 Wittig St,5,h,,S,Jellis,18-06-2016,13.9
Doncaster,5 Iskandar Pl,5,h,1650000.0,VB,Jellis,22-05-2016,13.9
Doncaster,9 Ernst St,3,h,1474000.0,S,Barry,22-08-2016,13.9
Doncaster,3/6 Hepburn Rd,3,u,800000.0,PI,Barry,22-08-2016,13.9
Doncaster,5 Studley St,6,h,,SP,Fletchers,22-08-2016,13.9
Doncaster,741 Elgar Rd,3,h,1391000.0,S,Ray,23-04-2016,13.9
Doncaster,4/20 Wetherby Rd,2,u,452000.0,S,Parkes,23-04-2016,13.9
Doncaster,34 Harcourt St,4,h,,SN,Ham,24-09-2016,13.9
Doncaster,31 Pettys La,4,h,,SN,hockingstuart,24-09-2016,13.9
Doncaster,22 Tandara Av,4,h,1505000.0,S,Barry,24-09-2016,13.9
Doncaster,5 Warren St,5,h,1322000.0,S,Jellis,24-09-2016,13.9
Doncaster,1/21 Nola St,3,u,735000.0,S,Ray,26-07-2016,13.9
Doncaster,12 Norfolk Cct,4,h,1520000.0,S,Barry,26-07-2016,13.9
Doncaster,4 Bellara St,3,h,990000.0,S,Barry,27-06-2016,13.9
Doncaster,70 Council St,4,h,,S,Jellis,27-06-2016,13.9
Doncaster,16 Katrina St,3,h,1020000.0,PI,hockingstuart,27-06-2016,13.9
Doncaster,13b Outlook Dr,3,h,878000.0,S,Barry,27-06-2016,13.9
Doncaster,7 Botanic Dr,4,h,1810000.0,S,Jellis,28-05-2016,13.9
Doncaster,5 Kalimna Cr,3,h,1150000.0,PI,Barry,28-05-2016,13.9
Doncaster,3/20 Queens Av,3,t,901000.0,S,Jellis,28-05-2016,13.9
Doncaster,34 Ayr St,3,h,826000.0,S,Assisi,28-08-2016,13.9
Doncaster,1 Crawford Rd,3,h,900000.0,S,Barry,28-08-2016,13.9
Doncaster,2 Eildon St,3,t,888000.0,S,Jellis,28-08-2016,13.9
Doncaster,8 Winters Wy,3,h,1170500.0,S,Barry,30-07-2016,13.9
Eaglemont,82 The Righi,3,h,,SN,Miles,03-09-2016,10.3
Eaglemont,1 Warringal Pl,6,h,,SN,Kay,03-09-2016,10.3
Eaglemont,23 Silverdale Rd,4,h,,SN,Nelson,06-08-2016,10.3
Eaglemont,3/43 Waldemar Rd,3,t,,SN,Miles,08-10-2016,10.3
Eaglemont,6 Ashby Gr,5,h,1901000.0,S,Nelson,10-09-2016,10.3
Eaglemont,41 Carlsberg Rd,4,h,,SN,Miles,10-09-2016,10.3
Eaglemont,76 Castle St,4,h,1650000.0,VB,Miles,10-09-2016,10.3
Eaglemont,7 Glen Dr,5,h,,SS,Nelson,10-09-2016,10.3
Eaglemont,1 The Righi,4,h,1687000.0,S,Nelson,10-09-2016,10.3
Eaglemont,59 Banksia St,3,h,,SN,Miles,12-11-2016,10.3
Eaglemont,27 Glen Dr,3,h,1816000.0,S,Nelson,12-11-2016,10.3
Eaglemont,1/16 Cape St,2,u,525000.0,S,Miles,14-05-2016,10.3
Eaglemont,61 Glenard Dr,4,h,2050000.0,S,Miles,15-10-2016,10.3
Eaglemont,47 Ormond Rd,5,h,1930000.0,S,Miles,15-10-2016,10.3
Eaglemont,14 Cumberland St,4,h,2600000.0,VB,Nelson,18-06-2016,10.3
Eaglemont,27 Ormond Rd,3,h,,PI,Barry,18-06-2016,10.3
Eaglemont,2/12 Ashby Gr,2,u,600000.0,SP,Miles,23-04-2016,10.3
Eaglemont,34 Durham St,3,h,1601000.0,S,Miles,26-07-2016,10.3
Eaglemont,107 Banksia St,3,h,1100000.0,VB,Holland,27-06-2016,10.3
Eaglemont,4/143 Locksley Rd,1,u,400000.0,SP,Miles,28-05-2016,10.3
Eaglemont,30 Cape St,4,h,,S,Haughton,28-08-2016,10.3
Eaglemont,20 Glenard Dr,4,h,2309000.0,S,Nelson,28-08-2016,10.3
Eaglemont,49a Hopetoun Gr,3,h,650000.0,S,Miles,30-07-2016,10.3
Elsternwick,30 Ross St,2,h,900000.0,VB,Gary,03-09-2016,8.5
Elsternwick,11 Prentice St,4,h,,S,Biggin,04-06-2016,8.5
Elsternwick,52a Trevelyan St,2,u,930000.0,S,hockingstuart,04-06-2016,8.5
Elsternwick,29 Hartington St,4,h,,SN,Woodards,06-08-2016,8.5
Elsternwick,9 McCombie St,3,h,1440000.0,S,Buxton,06-08-2016,8.5
Elsternwick,4 Buxton St,3,h,1755000.0,S,Gary,07-05-2016,8.5
Elsternwick,44 Hartington St,4,h,1400000.0,SP,Biggin,07-05-2016,8.5
Elsternwick,1/34 Clarence St,3,u,1240000.0,S,Hodges,07-11-2016,8.5
Elsternwick,1/20 College St,2,u,700000.0,S,Biggin,07-11-2016,8.5
Elsternwick,3/34 Elizabeth St,2,u,,SN,Biggin,08-10-2016,8.5
Elsternwick,56 Prentice St,4,h,,SN,Biggin,08-10-2016,8.5
Elsternwick,206/28 Riddell Pde,2,u,,VB,Greg,08-10-2016,8.5
Elsternwick,1/59 College St,3,u,,S,Biggin,10-09-2016,8.5
Elsternwick,42 Bertram St,4,h,,SN,Biggin,12-11-2016,8.5
Elsternwick,2/21 Gisborne St,2,h,1160000.0,SP,Chisholm,12-11-2016,8.5
Elsternwick,11/39 Horne St,3,t,820000.0,VB,McGrath,12-11-2016,8.5
Elsternwick,10 Seymour Rd,3,h,,SN,Biggin,12-11-2016,8.5
Elsternwick,17 Staniland Gr,4,h,2600000.0,S,Biggin,13-08-2016,8.5
Elsternwick,18 McMillan St,3,h,,SN,Biggin,14-05-2016,8.5
Elsternwick,4/20 Prahran Gr,2,u,,PN,Gary,14-05-2016,8.5
Elsternwick,78a Allison Rd,2,h,900000.0,VB,Gary,15-10-2016,8.5
Elsternwick,5 Baxter St,3,h,1390000.0,PI,Biggin,15-10-2016,8.5
Elsternwick,421 Kooyong Rd,4,h,,SP,Biggin,15-10-2016,8.5
Elsternwick,3/477 Kooyong Rd,3,t,1071000.0,S,Biggin,16-04-2016,8.5
Elsternwick,21 Liscard St,3,h,1800000.0,S,Biggin,16-04-2016,8.5
Elsternwick,2 Park St,3,h,2345000.0,S,Biggin,16-04-2016,8.5
Elsternwick,5/16 St Georges Rd,2,u,741000.0,S,Biggin,16-04-2016,8.5
Elsternwick,12/66 Riddell Pde,2,u,626000.0,S,Gary,17-09-2016,8.5
Elsternwick,3/31 Carlingford St,3,u,,SN,Gary,18-06-2016,8.5
Elsternwick,62 Elster Av,3,h,1200000.0,VB,Biggin,18-06-2016,8.5
Elsternwick,9 Ripon Gr,4,h,1650000.0,PI,Biggin,18-06-2016,8.5
Elsternwick,10 Bayview St,3,h,,S,hockingstuart,22-05-2016,8.5
Elsternwick,1/28 Clarence St,3,u,782000.0,S,Gary,22-05-2016,8.5
Elsternwick,5/39 Horne St,4,h,1007000.0,S,Pride,22-05-2016,8.5
Elsternwick,6 Aileen Rd,4,h,,PN,Biggin,22-08-2016,8.5
Elsternwick,3 Clarence St,4,h,1450000.0,PI,Biggin,22-08-2016,8.5
Elsternwick,37/2 Gordon St,2,u,500000.0,S,Gary,22-08-2016,8.5
Elsternwick,53 Shoobra Rd,4,h,2600000.0,SP,Biggin,22-08-2016,8.5
Elsternwick,22 Ross St,2,h,895000.0,S,Owen,23-04-2016,8.5
Elsternwick,5/33 Nepean Hwy,2,t,751000.0,S,McGrath,24-09-2016,8.5
Elsternwick,22 Carlingford St,4,h,2050000.0,PI,Biggin,27-06-2016,8.5
Elsternwick,46 Hartington St,4,h,,SN,Biggin,27-06-2016,8.5
Elsternwick,27 Nepean Hwy,3,h,,SN,Gary,27-06-2016,8.5
Elsternwick,101/242 Glen Huntly Rd,2,u,,S,Buxton,28-05-2016,8.5
Elsternwick,5/29 Nepean Hwy,2,u,410000.0,VB,Gary,28-05-2016,8.5
Elsternwick,8/66 Riddell Pde,2,u,577000.0,S,Hodges,28-05-2016,8.5
Elwood,20 Coleridge St,5,h,,S,Chisholm,03-09-2016,7.7
Elwood,8/44 Southey St,1,u,520000.0,S,Chisholm,03-09-2016,7.7
Elwood,1/10 Wilton Gr,3,t,1350000.0,S,hockingstuart,03-09-2016,7.7
Elwood,8/203 Brighton Rd,2,u,790000.0,S,Marshall,04-06-2016,7.7
Elwood,2/99 Tennyson St,2,t,,S,Chisholm,04-06-2016,7.7
Elwood,5/10 Avoca Av,2,u,665000.0,S,McGrath,06-08-2016,7.7
Elwood,9/63 Ormond Rd,2,u,550000.0,S,Buxton/Advantage,06-08-2016,7.7
Elwood,2 Dryden St,4,h,,S,Marshall,07-05-2016,7.7
Elwood,7/8 John St,1,u,357000.0,S,Chisholm,07-05-2016,7.7
Elwood,29 Mason Av,2,h,1110000.0,S,hockingstuart,07-05-2016,7.7
Elwood,5/42 Ruskin St,2,t,,SP,Chisholm,07-05-2016,7.7
Elwood,92 Ruskin St,4,h,,SP,Chisholm,07-05-2016,7.7
Elwood,103/115 Tennyson St,2,u,685000.0,PI,Marshall,07-05-2016,7.7
Elwood,1/13 Beach Av,3,h,1753000.0,S,Chisholm,07-11-2016,7.7
Elwood,7 Moore St,2,h,1210000.0,S,Pride,07-11-2016,7.7
Elwood,3/26 Ruskin St,2,u,,SP,Chisholm,07-11-2016,7.7
Elwood,5/3 Ruskin St,2,u,825000.0,S,McGrath,07-11-2016,7.7
Elwood,31 Shelley St,3,h,1050000.0,VB,Chisholm,07-11-2016,7.7
Elwood,1/99 Spray St,2,u,632000.0,PI,hockingstuart,07-11-2016,7.7
Elwood,37 Vautier St,4,h,,S,hockingstuart,07-11-2016,7.7
Elwood,2/23 Foam St,2,u,582500.0,S,Chisholm,08-10-2016,7.7
Elwood,2/147 Glen Huntly Rd,1,u,485000.0,S,Buxton,08-10-2016,7.7
Elwood,3/9 Poets Gr,2,u,660000.0,VB,Chisholm,08-10-2016,7.7
Elwood,2/6 Southey St,2,u,575000.0,PI,Chisholm,08-10-2016,7.7
Elwood,7/115 Brighton Rd,2,u,,SN,Morleys,10-09-2016,7.7
Elwood,6/43 Milton St,2,u,590000.0,PI,McGrath,10-09-2016,7.7
Elwood,96 Mitford St,4,h,,SP,Kay,10-09-2016,7.7
Elwood,4/12 Southey St,2,u,,S,hockingstuart,10-09-2016,7.7
Elwood,4/5 Southey Ct,2,u,717000.0,S,Marshall,12-06-2016,7.7
Elwood,21 Austin Av,4,h,2780000.0,S,McGrath,12-11-2016,7.7
Elwood,32 Burns St,4,h,1875000.0,S,Pride,12-11-2016,7.7
Elwood,21 Clarke St,2,h,1180000.0,S,Cayzer,12-11-2016,7.7
Elwood,22/29 Dickens St,3,u,780000.0,S,Chisholm,12-11-2016,7.7
Elwood,4/139 Glen Huntly Rd,1,u,,SP,Buxton,12-11-2016,7.7
Elwood,6a Lawson St,3,h,1600000.0,S,Whiting,12-11-2016,7.7
Elwood,8/8 Pine Av,1,u,488000.0,S,hockingstuart,12-11-2016,7.7
Elwood,2/509 St Kilda St,3,h,878500.0,S,hockingstuart,12-11-2016,7.7
Elwood,134 Tennyson St,2,h,,SP,Marshall,12-11-2016,7.7
Elwood,5 Tiuna Gr,3,h,3572000.0,S,Marshall,12-11-2016,7.7
Elwood,6/211 Brighton Rd,1,u,,S,Gary,13-08-2016,7.7
Elwood,1/48 Ormond Rd,2,u,1015000.0,S,McGrath,13-08-2016,7.7
Elwood,1/44 Southey St,2,u,,SP,Chisholm,13-08-2016,7.7
Elwood,3/44 Scott St,3,t,940000.0,S,Chisholm,14-05-2016,7.7
Elwood,1/125 Glen Huntly Rd,2,u,630000.0,S,Chisholm,15-10-2016,7.7
Elwood,2/102 Milton St,2,u,,SP,Chisholm,15-10-2016,7.7
Elwood,2/63 Ormond Rd,2,u,,S,Chisholm,15-10-2016,7.7
Elwood,17 Addison St,3,h,1700000.0,S,Chisholm,16-04-2016,7.7
Elwood,5/15 Dickens St,2,u,686000.0,S,hockingstuart,16-04-2016,7.7
Elwood,2/21 Milton St,2,u,560000.0,PI,Jellis,16-04-2016,7.7
Elwood,4/41 Shelley St,2,u,765000.0,S,Marshall,16-04-2016,7.7
Elwood,9/29 Dickens St,3,u,,PN,Gary,16-07-2016,7.7
Elwood,3/145 Glen Huntly Rd,2,u,670000.0,S,Buxton,16-07-2016,7.7
Elwood,19/400 Barkly St,1,u,,S,Marshall,17-09-2016,7.7
Elwood,2 Docker St,3,h,1625000.0,S,McGrath,17-09-2016,7.7
Elwood,13/9 Milton St,2,u,1122000.0,SP,Biggin,17-09-2016,7.7
Elwood,3/61 Ormond Rd,2,u,559000.0,PI,Buxton,17-09-2016,7.7
Elwood,4/38 Pine Av,3,u,1220000.0,SP,Chisholm,17-09-2016,7.7
Elwood,3/2 Southey St,2,u,,SP,Chisholm,17-09-2016,7.7
Elwood,6 Daley St,4,h,2400000.0,PI,Marshall,18-06-2016,7.7
Elwood,6a Joyce St,4,h,,S,Marshall,18-06-2016,7.7
Elwood,44 Spray St,3,h,,SP,Chisholm,18-06-2016,7.7
Elwood,7/435 St Kilda St,2,u,655000.0,PI,Biggin,18-06-2016,7.7
Elwood,6/26 Ruskin St,2,u,500000.0,VB,Wilson,22-05-2016,7.7
Elwood,5/106 Addison St,2,u,680000.0,SP,Chisholm,24-09-2016,7.7
Elwood,5/9 Dickens St,2,u,600000.0,S,hockingstuart,24-09-2016,7.7
Elwood,7/76 Mitford St,1,u,370000.0,PI,Hodges,24-09-2016,7.7
Elwood,6/10 Vautier St,2,u,612000.0,S,Buxton,24-09-2016,7.7
Elwood,3/1 Garden Ct,2,u,875000.0,SP,Chisholm,26-07-2016,7.7
Elwood,7/25 Kingsley St,2,u,582500.0,SP,Chisholm,26-07-2016,7.7
Elwood,9/97 Spray St,2,u,,SP,Chisholm,26-07-2016,7.7
Elwood,2/99 Spray St,2,u,570000.0,S,McGrath,26-07-2016,7.7
Elwood,53 Addison St,4,h,1875000.0,VB,Chisholm,27-06-2016,7.7
Elwood,3/5 Alfriston St,2,u,,PN,McGrath,27-06-2016,7.7
Elwood,302 Barkly St,2,h,,SP,Chisholm,27-06-2016,7.7
Elwood,11/16 Byron St,1,u,326000.0,VB,hockingstuart,27-06-2016,7.7
Elwood,3/58 Byron St,1,u,340000.0,SP,Buxton,27-06-2016,7.7
Elwood,78 Dickens St,4,h,2200000.0,PI,Wilson,27-06-2016,7.7
Elwood,1/127 Glen Huntly Rd,2,u,687500.0,S,Marshall,27-06-2016,7.7
Elwood,6/4 Hartpury Av,2,u,540000.0,S,Wilson,27-06-2016,7.7
Elwood,3/2 Bluff Av,2,u,640000.0,S,Chisholm,28-05-2016,7.7
Elwood,32 Milton St,3,h,1830000.0,S,Chisholm,28-05-2016,7.7
Elwood,81 Milton St,3,h,,S,Chisholm,28-05-2016,7.7
Elwood,1 Thackeray St,3,h,,S,RT,28-05-2016,7.7
Elwood,28/125 Ormond Rd,2,u,,S,Hodges,28-08-2016,7.7
Elwood,5/61 Ormond Rd,2,u,572500.0,PI,Kay,28-08-2016,7.7
Elwood,40 Wave St,3,h,1925000.0,VB,Chisholm,28-08-2016,7.7
Elwood,2/101 Addison St,2,u,,S,Chisholm,30-07-2016,7.7
Essendon,6 Buckley St,3,h,1425000.0,S,Jellis,03-09-2016,8.0
Essendon,1/28 Gilbertson St,2,u,660000.0,S,Barry,03-09-2016,8.0
Essendon,3/85 Tennyson St,2,u,550000.0,VB,Nelson,03-09-2016,8.0
Essendon,242 Buckley St,3,h,1100000.0,VB,Nelson,04-06-2016,8.0
Essendon,54 Lawson St,4,h,1325000.0,S,Brad,04-06-2016,8.0
Essendon,55 Richardson St,4,h,1800000.0,S,Nelson,04-06-2016,8.0
Essendon,4/12 Schofield St,2,u,,PI,Professionals,04-06-2016,8.0
Essendon,33 Deakin St,4,t,1250000.0,PI,Frank,06-08-2016,8.0
Essendon,5/120 Roberts St,2,t,720000.0,VB,Brad,06-08-2016,8.0
Essendon,2/5 Warner St,2,u,660000.0,S,Paul,06-08-2016,8.0
Essendon,17 Cooper St,3,h,1365000.0,S,Nelson,07-05-2016,8.0
Essendon,194 Napier St,3,h,,S,Nelson,07-05-2016,8.0
Essendon,45 Ogilvie St,2,h,1130000.0,SP,Barry,07-05-2016,8.0
Essendon,1/10 Loeman St,2,u,370000.0,PI,Hodges,07-11-2016,8.0
Essendon,65 Napier St,3,h,1467000.0,S,Greg,07-11-2016,8.0
Essendon,143 Ogilvie St,2,h,1315000.0,S,Barry,07-11-2016,8.0
Essendon,4 Raleigh St,5,h,,SP,Nelson,07-11-2016,8.0
Essendon,141 Rose St,3,h,2390000.0,S,Barry,07-11-2016,8.0
Essendon,4 Agatha St,3,h,1240000.0,S,Nelson,08-10-2016,8.0
Essendon,129 Bradshaw St,4,h,,SP,Nelson,08-10-2016,8.0
Essendon,4/23 Fletcher St,2,u,456000.0,S,Brad,08-10-2016,8.0
Essendon,59 Hedderwick St,5,h,2800000.0,PI,Nelson,08-10-2016,8.0
Essendon,65 King St,5,h,,S,Nelson,08-10-2016,8.0
Essendon,3/12 Morton St,2,h,711000.0,S,Nelson,08-10-2016,8.0
Essendon,13a Washington St,3,h,1060000.0,PI,Barry,08-10-2016,8.0
Essendon,3/25 Wright St,1,u,325000.0,S,Brad,08-10-2016,8.0
Essendon,6/4 Ballater St,2,u,521000.0,S,Nelson,10-09-2016,8.0
Essendon,1/14 Forrester St,2,u,645000.0,S,Barry,10-09-2016,8.0
Essendon,22 Nimmo St,4,h,1160000.0,S,Nelson,10-09-2016,8.0
Essendon,118a Ogilvie St,3,t,955000.0,S,Barry,10-09-2016,8.0
Essendon,69a Primrose St,5,h,,S,Nelson,10-09-2016,8.0
Essendon,75 Primrose St,4,h,,S,Nelson,10-09-2016,8.0
Essendon,11 Warner St,3,h,,S,Nelson,10-09-2016,8.0
Essendon,141 Cooper St,3,h,1990000.0,S,Barry,12-06-2016,8.0
Essendon,62 Mary St,3,h,855000.0,S,Nelson,12-06-2016,8.0
Essendon,1 McCarron Pde,4,h,1775000.0,S,Nelson,12-06-2016,8.0
Essendon,40 Braemar St,3,h,,SP,Frank,12-11-2016,8.0
Essendon,5/23 Daisy St,2,u,411000.0,S,Nelson,12-11-2016,8.0
Essendon,74 Forrester St,4,h,1275000.0,S,Brad,12-11-2016,8.0
Essendon,40 Hoddle St,5,h,1800000.0,PI,Jellis,12-11-2016,8.0
Essendon,125a Ogilvie St,4,h,1590000.0,S,Nelson,12-11-2016,8.0
